0.0112233 0.683128
0.03367 0.691358
0.0561167 0.786008
0.10101 0.786008
0.123457 0.691358
0.145903 0.691358
0.16835 0.691358
0.190797 0.691358
0.213244 0.691358
0.23569 0.691358
0.258137 0.691358
0.280584 0.691358
0.30303 0.691358
0.325477 0.691358
0.347924 0.691358
0.37037 0.691358
0.392817 0.691358
0.415264 0.683128
0.43771 0.683128
0.460157 0.683128
0.482604 0.683128
0.505051 0.683128
0.527497 0.691358
0.549944 0.596708
0.572391 0.683128
0.594837 0.596708
0.617284 0.596708
0.639731 0.596708
0.662177 0.596708
0.684624 0.683128
0.707071 0.683128
0.729517 0.683128
0.751964 0.596708
0.774411 0.683128
0.796857 0.683128
0.819304 0.596708
0.841751 0.596708
0.864198 0.596708
0.886644 0.596708
0.909091 0.596708
0.931538 0.596708
0.953984 0.596708
0.976431 0.683128
0.998878 0.683128
1.02132 0.683128
1.04377 0.683128
1.06622 0.683128
1.08866 0.691358
1.11111 0.691358
1.13356 0.691358
1.156 0.691358
1.17845 0.691358
1.2009 0.691358
1.22334 0.691358
1.24579 0.691358
1.26824 0.691358
1.29068 0.769547
1.33558 0.753086
1.35802 0.596708
1.38047 0.596708
1.40292 0.683128
1.42536 0.683128
1.44781 0.683128
1.47026 0.683128
1.4927 0.683128
1.51515 0.596708
1.5376 0.596708
1.56004 0.596708
1.58249 0.596708
1.60494 0.691358
1.62738 0.691358
1.64983 0.691358
1.67228 0.691358
1.69473 0.691358
1.71717 0.691358
1.73962 0.691358
1.76207 0.691358
1.78451 0.691358
1.80696 0.691358
1.82941 0.691358
1.85185 0.691358
1.8743 0.691358
1.89675 0.691358
1.91919 0.691358
1.94164 0.691358
1.96409 0.683128
1.98653 0.691358
2.00898 0.691358
2.03143 0.691358
2.05387 0.691358
2.07632 0.691358
2.09877 0.691358
2.12121 0.691358
2.14366 0.691358
2.16611 0.691358
2.18855 0.691358
2.211 0.691358
2.23345 0.691358
2.25589 0.691358
2.27834 0.691358
2.30079 0.691358
2.32323 0.691358
2.34568 0.691358
2.36813 0.691358
2.39057 0.691358
2.41302 0.691358
2.43547 0.691358
2.45791 0.596708
2.48036 0.596708
2.50281 0.596708
2.52525 0.753086
2.57015 0.744856
2.59259 0.460905
2.61504 0.609053
2.63749 0.691358
2.65993 0.691358
2.68238 0.691358
2.70483 0.691358
2.72727 0.691358
2.74972 0.691358
2.77217 0.691358
2.79461 0.691358
2.81706 0.691358
2.83951 0.691358
2.86195 0.691358
2.8844 0.683128
2.90685 0.691358
2.92929 0.691358
2.95174 0.691358
2.97419 0.691358
2.99663 0.691358
3.01908 0.691358
3.04153 0.691358
3.06397 0.691358
3.08642 0.691358
3.10887 0.691358
3.13131 0.691358
3.15376 0.691358
3.17621 0.691358
3.19865 0.691358
3.2211 0.691358
3.24355 0.691358
3.26599 0.691358
3.28844 0.691358
3.31089 0.691358
3.33333 0.691358
3.35578 0.691358
3.37823 0.691358
3.40067 0.691358
3.42312 0.691358
3.44557 0.691358
3.46801 0.691358
3.49046 0.691358
3.51291 0.691358
3.53535 0.691358
3.5578 0.691358
3.58025 0.691358
3.60269 0.691358
3.62514 0.691358
3.64759 0.691358
3.67003 0.691358
3.69248 0.691358
3.71493 0.691358
3.73737 0.691358
3.75982 0.753086
3.80471 0.753086
3.82716 0.691358
3.84961 0.691358
3.87205 0.691358
3.8945 0.691358
3.91695 0.691358
3.93939 0.691358
3.96184 0.691358
3.98429 0.683128
4.00673 0.691358
4.02918 0.691358
4.05163 0.691358
4.07407 0.691358
4.09652 0.691358
4.11897 0.691358
4.14141 0.691358
4.16386 0.691358
4.18631 0.691358
4.20875 0.691358
4.2312 0.691358
4.25365 0.691358
4.27609 0.691358
4.29854 0.691358
4.32099 0.691358
4.34343 0.691358
4.36588 0.691358
4.38833 0.691358
4.41077 0.691358
4.43322 0.691358
4.45567 0.691358
4.47811 0.691358
4.50056 0.691358
4.52301 0.691358
4.54545 0.691358
4.5679 0.691358
4.59035 0.691358
4.61279 0.691358
4.63524 0.691358
4.65769 0.691358
4.68013 0.691358
4.70258 0.691358
4.72503 0.691358
4.74747 0.691358
4.76992 0.691358
4.79237 0.691358
4.81481 0.691358
4.83726 0.691358
4.85971 0.691358
4.88215 0.691358
4.9046 0.691358
4.92705 0.691358
4.94949 0.691358
4.97194 0.691358
4.99439 0.753086
5.03928 0.753086
5.06173 0.691358
5.08418 0.691358
5.10662 0.691358
5.12907 0.691358
5.15152 0.691358
5.17396 0.691358
5.19641 0.691358
5.21886 0.691358
5.2413 0.691358
5.26375 0.691358
5.2862 0.691358
5.30864 0.691358
5.33109 0.691358
5.35354 0.691358
5.37598 0.683128
5.39843 0.691358
5.42088 0.691358
5.44332 0.691358
5.46577 0.691358
5.48822 0.691358
5.51066 0.691358
5.53311 0.691358
5.55556 0.691358
5.578 0.596708
5.60045 0.596708
5.6229 0.596708
5.64534 0.596708
5.66779 0.596708
5.69024 0.596708
5.71268 0.596708
5.73513 0.596708
